MainRegion,Region,Location,Latitude,Longitude,Year,ALT_Max,Elevation,Slope,Aspect
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2012,68.0,13,0.09792554557023889,181.26376315384303
Alaska,Alaska Interior,Marshall,61.87901,-162.05759,2013,68.0,13,0.09792554557023889,181.26376315384303
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2008,223.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2009,218.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2010,215.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2011,221.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2012,220.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2013,221.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2014,223.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2015,220.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2016,220.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2017,222.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2018,224.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2019,225.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2020,225.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2021,227.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2022,227.0,98,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Tuymada (Yakutsk region),62.0133,129.65683,2023,225.0,98,0.053384402485755045,72.00898780360319
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2009,100.0,10,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2010,100.0,10,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2011,86.0,10,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2012,0.0,10,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2013,50.0,10,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2014,100.0,10,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2015,100.0,10,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,St_Mary,62.04755,-163.23412,2016,100.0,10,0.21373189568394768,271.03603250317616
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2008,155.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2009,147.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2010,145.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2011,144.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2012,147.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2013,152.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2014,152.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2015,155.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2016,148.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2017,148.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2018,144.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2019,146.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2020,153.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2021,157.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2022,158.0,224,0.053384402485755045,72.00898780360319
Russia,Central Siberia,Neleger (Yakutsk region),62.31618,129.49952,2023,145.0,224,0.053384402485755045,72.00898780360319
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2010,61.0,714,0.15564364529934957,3.493895070507428
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2011,69.0,714,0.15564364529934957,3.493895070507428
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2012,62.0,714,0.15564364529934957,3.493895070507428
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2013,85.0,714,0.15564364529934957,3.493895070507428
Canada,Canada,Beaver_Creek,62.3377,-140.83835,2014,85.0,714,0.15564364529934957,3.493895070507428
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2009,112.0,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2010,110.0,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2011,110.373388203018,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2012,111.559945130315,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2013,113.659259259259,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2014,116.770919067215,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2015,120.99451303155,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2016,126.42962962963,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2017,133.17585733882,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2018,141.332784636488,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Tanada_Muskeg,62.51667,-143.3667,2019,151.0,995,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2009,85.0,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2010,87.0,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2011,84.5,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2012,82.0,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2013,82.22351797862,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2014,83.0035633300939,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2015,84.5043731778426,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2016,86.8901846452867,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2017,90.3252348558471,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2018,94.9737609329446,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,MentastaFen,62.55,-143.3667,2019,101.0,1553,0.25103616560533526,289.92115566524683
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2009,100.0,2,0.013430589657399362,274.4007003458188
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2010,100.0,2,0.013430589657399362,274.4007003458188
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2011,100.0,2,0.013430589657399362,274.4007003458188
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2012,100.0,2,0.013430589657399362,274.4007003458188
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2013,100.0,2,0.013430589657399362,274.4007003458188
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2014,100.0,2,0.013430589657399362,274.4007003458188
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2015,100.0,2,0.013430589657399362,274.4007003458188
Alaska,Alaska Interior,Emmonak,62.78478,-164.52623,2016,100.0,2,0.013430589657399362,274.4007003458188
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2009,100.0,5,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2010,100.0,5,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2011,100.0,5,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2012,100.0,5,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2013,100.0,5,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2014,100.0,5,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2015,98.25,5,0.21373189568394768,271.03603250317616
Alaska,Alaska Interior,Kotlik,63.02131,-163.5607,2016,94.0,5,0.21373189568394768,271.03603250317616
Canada,Canada,Dawson,63.94054,-138.59157,2009,39.0,490,0.17046286017780649,201.87597720874595
Canada,Canada,Dawson,63.94054,-138.59157,2010,58.0,490,0.17046286017780649,201.87597720874595
Canada,Canada,Dawson,63.94054,-138.59157,2011,70.0,490,0.17046286017780649,201.87597720874595
Canada,Canada,Dawson,63.94054,-138.59157,2012,59.0,490,0.17046286017780649,201.87597720874595
Canada,Canada,Dawson,63.94054,-138.59157,2013,74.0,490,0.17046286017780649,201.87597720874595
Canada,Canada,Dawson,63.94054,-138.59157,2014,74.0,490,0.17046286017780649,201.87597720874595
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2010,98.0,170,0.3654828788757365,6.6759643859065445
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2011,89.0,170,0.3654828788757365,6.6759643859065445
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2012,97.0,170,0.3654828788757365,6.6759643859065445
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2013,103.0,170,0.3654828788757365,6.6759643859065445
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2014,103.0,170,0.3654828788757365,6.6759643859065445
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2015,93.0,170,0.3654828788757365,6.6759643859065445
Alaska,Alaska Interior,Nenana,64.55446,-149.08339,2016,94.0,170,0.3654828788757365,6.6759643859065445
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1996,78.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1997,82.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1998,75.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,1999,85.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2000,83.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2001,77.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2002,82.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2003,90.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2004,95.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2005,96.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2006,98.8409090909091,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2007,101.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2008,100.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2009,89.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2010,73.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2011,87.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2012,83.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2013,81.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2014,88.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2015,89.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2016,104.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2017,94.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2018,92.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2019,89.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2020,91.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2021,91.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2022,90.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,"Mt. Dionisy, Chukotka",64.56667,177.2,2023,80.0,439,0.013257989487338754,54.339860870579805
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2010,71.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2011,85.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2012,75.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2013,90.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2014,84.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2015,81.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2016,80.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2017,73.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2018,83.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2019,76.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2020,77.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2021,74.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2022,82.0,0,0.19390867027743952,89.31485296838038
Russia,Chukotka,Kruglaya (Anadyr),64.63333,176.9667,2023,75.0,0,0.19390867027743952,89.31485296838038
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1990,64.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1991,77.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1992,78.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1993,83.5232491389208,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1994,92.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1995,100.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1996,65.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1997,65.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1998,62.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,1999,55.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2000,94.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2001,75.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2002,75.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2003,75.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2004,69.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2005,102.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2006,105.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2007,92.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2008,70.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2009,70.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2010,80.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2011,114.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2012,145.0,124,0.2898041937946915,354.668166251018
Alaska,Alaska Interior,Bonanza_Creek,64.7144444,-148.1452778,2013,165.0,124,0.2898041937946915,354.668166251018
